Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Malvern, Rouge",43.8066863,-79.1943534,Images Salon & Spa,43.80228301948931,-79.19856472801668,Spa
"Malvern, Rouge",43.8066863,-79.1943534,Harvey's,43.80002047583462,-79.19830662127322,Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Canadiana exhibit,43.81796218928876,-79.19337359666939,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,RBC Royal Bank,43.79878248056552,-79.19709031445504,Bank
"Malvern, Rouge",43.8066863,-79.1943534,Staples Morningside,43.80028467632823,-79.19660657644272,Paper / Office Supplies Store
"Malvern, Rouge",43.8066863,-79.1943534,Caribbean Wave,43.798557859976256,-79.19577725412623,Caribbean Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Wendy's,43.8020084,-79.1980797,Fast Food Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Wendy’s,43.80744841934756,-79.19905558052072,Fast Food Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Pizza Pizza,43.80661280665733,-79.17844533920288,Pizza Place
"Malvern, Rouge",43.8066863,-79.1943534,Tim Hortons,43.801999861382,-79.1981689631939,Coffee Shop
"Malvern, Rouge",43.8066863,-79.1943534,Petro-Canada,43.80635492711839,-79.1796061319527,Gas Station
"Malvern, Rouge",43.8066863,-79.1943534,LCBO,43.796671124927286,-79.20458602673877,Liquor Store
"Malvern, Rouge",43.8066863,-79.1943534,Rouge Park - Woodland Trail,43.80178186082014,-79.20042735921538,Trail
"Malvern, Rouge",43.8066863,-79.1943534,Mr Jerk,43.80126221955428,-79.19975818333775,African Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Charley's Exotic Cuisine,43.80098159718747,-79.20023292303085,Chinese Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Fusion Supermarket,43.80052789935292,-79.2000637571665,Supermarket
"Malvern, Rouge",43.8066863,-79.1943534,Sally Beauty,43.79868964,-79.20151607,Cosmetics Shop
"Malvern, Rouge",43.8066863,-79.1943534,EB Games,43.79875258776608,-79.20168392902285,Video Game Store
"Malvern, Rouge",43.8066863,-79.1943534,Grizzly Bear Exhibit,43.81703052481388,-79.19345807605157,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Boston Pizza,43.7964699126115,-79.2042445090433,Pizza Place
"Malvern, Rouge",43.8066863,-79.1943534,Reitmans,43.79789306517853,-79.2031378030585,Women's Store
"Malvern, Rouge",43.8066863,-79.1943534,Kelseys Original Roadhouse,43.79672227689223,-79.20255552313063,Restaurant
"Malvern, Rouge",43.8066863,-79.1943534,Cheetah Exhibit,43.817588,-79.187206,Other Great Outdoors
"Malvern, Rouge",43.8066863,-79.1943534,simba safari lodge,43.81730484815479,-79.1859038113143,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,White Rhinoceros exhibit,43.81743351153191,-79.18547444686472,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Zebra Exhibit,43.81804455844179,-79.18705579898379,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Kesho Park HQ,43.81725729273496,-79.18466654195392,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Olive Baboon Exhibit,43.81854541587957,-79.18723762523135,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Hippopotamus Exhibit,43.81717913941623,-79.18367589383453,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,The Lion's Den,43.8188000813157,-79.1872321153502,Zoo Exhibit
"Malvern, Rouge",43.8066863,-79.1943534,Elephant Exhibit,43.81756883856605,-79.18330985931193,Zoo Exhibit
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Fratelli Village Pizzeria,43.7840080532461,-79.16978707527669,Italian Restaurant
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Shamrock Burgers,43.78382252268771,-79.16840631604676,Burger Joint
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Ted's Restaurant,43.78446796744621,-79.1692004571639,Breakfast Spot
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Coppa's Fresh Market,43.77209425995306,-79.16634033015073,Grocery Store
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Highland Creek,43.79028103043792,-79.17370319366455,Neighborhood
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Centennial Park,43.786257374473934,-79.14877634920947,Park
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,BOSS Fitness,43.794778408419496,-79.15850558959409,Gym / Fitness Center
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Howard Johnson Inns & Suites Scarborough,43.77758572728733,-79.17306571900579,Hotel
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Charlottetown Junior Public School,43.78173566344654,-79.14269559711748,Gym
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Adam's Park,43.79156956685955,-79.14496739796047,Park
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Chick-N-Joy,43.76875171771289,-79.18798174616069,Fried Chicken Joint
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Little Caesars Pizza,43.76904597684398,-79.18438601716002,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Bulk Barn,43.77134173380578,-79.1843408346176,Food & Drink Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,LCBO,43.77146181777272,-79.18438374996185,Liquor Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Booster Juice,43.77066813,-79.18415042,Smoothie Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Swiss Chalet,43.76812209738294,-79.19049329250134,Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sunset Grill,43.77231854994461,-79.18490011736371,Breakfast Spot
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Starbucks,43.770281,-79.185016,Coffee Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,RBC Royal Bank,43.76678992471017,-79.19115118872593,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Taste Of Greek Cuisine,43.768259,-79.189608,Greek Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Booster Juice,43.76615937955718,-79.20582062504174,Juice Bar
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,The Beer Store,43.769793,-79.1875054,Beer Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Pizza Hut,43.77060630217822,-79.1863608079143,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Shoeless Joe's,43.768967,-79.185691,Sports Bar
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Shoppers Drug Mart,43.770282,-79.185012,Pharmacy
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,KFC,43.7689,-79.1856,Fast Food Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Subway,43.7718316,-79.1851095,Sandwich Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,TD Canada Trust,43.770997118312,-79.18599759390418,Bank
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,McDonald's,43.76833410355284,-79.18828754919781,Fast Food Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Dollarama,43.771085,-79.184288,Discount Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Pizza Pizza,43.7684131598454,-79.18792963027954,Pizza Place
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Guildwood GO Station,43.75497687143584,-79.19837243831087,Train Station
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Tim Hortons,43.7698137,-79.1869756,Coffee Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Food Basics,43.770184072629206,-79.18485161662375,Supermarket
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,M&M Food Market,43.77048735559827,-79.18413708006608,Grocery Store
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Kal Tire,43.772666,-79.184443,Automotive Shop
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Heron Park Community Centre,43.76886695009025,-79.17695787066756,Gym / Fitness Center
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Heron Park,43.76932738615917,-79.17720079421997,Park
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,House Of Wong,43.773841,-79.183125375,Asian Restaurant
"Guildwood, Morningside, West Hill",43.7635726,-79.1887115,Sunny Up All Day Breakfast,43.7749869639844,-79.1789559112651,Breakfast Spot
Woburn,43.7709921,-79.2169174,The Real McCoy Burgers And Pizza,43.77408136872742,-79.23049585681272,Burger Joint
Woburn,43.7709921,-79.2169174,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
Woburn,43.7709921,-79.2169174,Tim Hortons,43.77599190613985,-79.23213511705399,Coffee Shop
Woburn,43.7709921,-79.2169174,Long & McQuade Musical Instruments,43.77584545181953,-79.23062611495311,Music Store
Woburn,43.7709921,-79.2169174,Govardhan Thal,43.767495947512856,-79.22847558069367,Indian Restaurant
Woburn,43.7709921,-79.2169174,Shoppers Drug Mart,43.759825,-79.225268,Pharmacy
Woburn,43.7709921,-79.2169174,Booster Juice,43.76615937955718,-79.20582062504174,Juice Bar
Woburn,43.7709921,-79.2169174,GoodLife Fitness Scarborough Cedarbrae Mall,43.759389,-79.226409,Gym
Woburn,43.7709921,-79.2169174,Lucky Hakka,43.76246964027991,-79.21416375162714,Chinese Restaurant
Woburn,43.7709921,-79.2169174,Value Village,43.760752365777,-79.21918937254904,Thrift / Vintage Store
Woburn,43.7709921,-79.2169174,TD Canada Trust,43.761520179662746,-79.22655679285526,Bank
Woburn,43.7709921,-79.2169174,A&W,43.761066,-79.22529,Fast Food Restaurant
Woburn,43.7709921,-79.2169174,Pizza Pizza,43.75932071091761,-79.22492870220871,Pizza Place
Woburn,43.7709921,-79.2169174,The Beer Store,43.7597137,-79.225487,Beer Store
Woburn,43.7709921,-79.2169174,Pho Dau Bo,43.7612856747122,-79.22516959510128,Vietnamese Restaurant
Woburn,43.7709921,-79.2169174,Dollarama,43.760947,-79.224015,Discount Store
Woburn,43.7709921,-79.2169174,Subway,43.75930749288571,-79.22405711589761,Sandwich Place
Woburn,43.7709921,-79.2169174,Tim Hortons,43.7806719,-79.2057164,Coffee Shop
Woburn,43.7709921,-79.2169174,Shoppers Drug Mart,43.780599,-79.205009,Pharmacy
Woburn,43.7709921,-79.2169174,Heather Heights Park,43.77659421354724,-79.21505212783813,Park
Woburn,43.7709921,-79.2169174,Burger King,43.7593824,-79.2256073,Fast Food Restaurant
Woburn,43.7709921,-79.2169174,Country Style,43.77371602874512,-79.2070266305448,Coffee Shop
Woburn,43.7709921,-79.2169174,Skyland Food Mart,43.760991325675725,-79.21809210710515,Supermarket
Woburn,43.7709921,-79.2169174,Mr.Sub,43.761337,-79.216417,Sandwich Place
Woburn,43.7709921,-79.2169174,Ajmir Resturant,43.76314400595309,-79.20889448330173,Pizza Place
Woburn,43.7709921,-79.2169174,Tim Hortons,43.7600348,-79.2265074,Coffee Shop
Woburn,43.7709921,-79.2169174,Mac's Convenience Store,43.7739485,-79.2302715,Convenience Store
Woburn,43.7709921,-79.2169174,Max's Restaurant,43.76237529349083,-79.22596252735127,Filipino Restaurant
Woburn,43.7709921,-79.2169174,Coffee Culture Cafe & Eatery,43.77627788363806,-79.23402640869378,Coffee Shop
Woburn,43.7709921,-79.2169174,"Bus Stop: 102, 38, & 95",43.776596580222986,-79.23170932869556,Bus Line
Woburn,43.7709921,-79.2169174,Pizzaville,43.75984798523025,-79.22355673857987,Pizza Place
Woburn,43.7709921,-79.2169174,Quality Bread Bakery,43.77843850171364,-79.23132290035362,Bakery
Cedarbrae,43.773136,-79.2394761,CANBE Foods Inc,43.77354633117736,-79.24608237285928,Indian Restaurant
Cedarbrae,43.773136,-79.2394761,The Real McCoy Burgers And Pizza,43.77408136872742,-79.23049585681272,Burger Joint
Cedarbrae,43.773136,-79.2394761,Tim Hortons,43.77599190613985,-79.23213511705399,Coffee Shop
Cedarbrae,43.773136,-79.2394761,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
Cedarbrae,43.773136,-79.2394761,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
Cedarbrae,43.773136,-79.2394761,Fukuoka Sushi,43.78067935750718,-79.24732025929174,Sushi Restaurant
Cedarbrae,43.773136,-79.2394761,Long & McQuade Musical Instruments,43.77584545181953,-79.23062611495311,Music Store
Cedarbrae,43.773136,-79.2394761,Shoppers Drug Mart,43.773305,-79.251662,Pharmacy
Cedarbrae,43.773136,-79.2394761,The Keg Steakhouse + Bar – Estate Drive,43.78257261459979,-79.23504557270299,Restaurant
Cedarbrae,43.773136,-79.2394761,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
Cedarbrae,43.773136,-79.2394761,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
Cedarbrae,43.773136,-79.2394761,St. Andrews Fish & Chips,43.77186461230185,-79.25264476539711,Fish & Chips Shop
Cedarbrae,43.773136,-79.2394761,Best Western Plus Executive Inn,43.783533,-79.237507,Hotel
Cedarbrae,43.773136,-79.2394761,Disney Store,43.775537,-79.256833,Toy / Game Store
Cedarbrae,43.773136,-79.2394761,La Sani Grill,43.776214262045,-79.23484801455352,Indian Restaurant
Cedarbrae,43.773136,-79.2394761,Hakka Legend,43.77630936532644,-79.23493865172834,Chinese Restaurant
Cedarbrae,43.773136,-79.2394761,St. Louis Bar & Grill,43.77415728200111,-79.2538077640362,Bar
Cedarbrae,43.773136,-79.2394761,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
Cedarbrae,43.773136,-79.2394761,TD Canada Trust,43.7748302,-79.2412514,Bank
Cedarbrae,43.773136,-79.2394761,Govardhan Thal,43.767495947512856,-79.22847558069367,Indian Restaurant
Cedarbrae,43.773136,-79.2394761,Tommy Hilfiger,43.77601546103458,-79.25736884156035,Clothing Store
Cedarbrae,43.773136,-79.2394761,Jack Astor's Bar & Grill,43.77750229592645,-79.2545536457394,Restaurant
Cedarbrae,43.773136,-79.2394761,Petro-Canada,43.774106,-79.243097,Gas Station
Cedarbrae,43.773136,-79.2394761,Coliseum Scarborough Cinemas,43.77599527957654,-79.25564907498644,Movie Theater
Cedarbrae,43.773136,-79.2394761,Scaddabush Italian Kitchen & Bar,43.77745990418128,-79.25435776816887,Italian Restaurant
Cedarbrae,43.773136,-79.2394761,RBC Royal Bank,43.77622408020596,-79.25015508889105,Bank
Cedarbrae,43.773136,-79.2394761,Mitra Hot Yoga,43.77681225646793,-79.24707354680693,Yoga Studio
Cedarbrae,43.773136,-79.2394761,Timothy's Coffee,43.77685540941018,-79.25188558949503,Coffee Shop
Cedarbrae,43.773136,-79.2394761,Petro-Canada,43.782135,-79.234784,Gas Station
Cedarbrae,43.773136,-79.2394761,FreshCo,43.77347454842125,-79.25139167467867,Grocery Store
Cedarbrae,43.773136,-79.2394761,Tim Hortons,43.77994359052461,-79.23245698213583,Restaurant
Cedarbrae,43.773136,-79.2394761,Jimmy The Greek,43.77511179345589,-79.2571186919894,Greek Restaurant
Cedarbrae,43.773136,-79.2394761,AllStar Wings & Ribs,43.7731237892722,-79.25129550884067,Wings Joint
Cedarbrae,43.773136,-79.2394761,Subway,43.78195640612876,-79.23508431427796,Sandwich Place
Cedarbrae,43.773136,-79.2394761,New York Fries - Scarborough TC,43.77513479650295,-79.2568583601352,Restaurant
Cedarbrae,43.773136,-79.2394761,Subway,43.771477020247865,-79.25280464787159,Sandwich Place
Cedarbrae,43.773136,-79.2394761,Scarborough Town Centre,43.77527711493851,-79.25741288784751,Shopping Mall
Cedarbrae,43.773136,-79.2394761,Pumpernickel's,43.7768824489084,-79.25173280297763,Deli / Bodega
Cedarbrae,43.773136,-79.2394761,Tim Hortons,43.7715218596658,-79.2518573999404,Coffee Shop
Cedarbrae,43.773136,-79.2394761,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
Cedarbrae,43.773136,-79.2394761,SportChek,43.77611296874839,-79.25555191740501,Sporting Goods Shop
Cedarbrae,43.773136,-79.2394761,Moxie's Classic Grill,43.7762185272452,-79.25681965472799,American Restaurant
Cedarbrae,43.773136,-79.2394761,YMCA,43.7747986545733,-79.25424590597602,Gym
Cedarbrae,43.773136,-79.2394761,Petro-Canada,43.771832046198725,-79.25095163817612,Gas Station
Cedarbrae,43.773136,-79.2394761,TASTE MKT (Scarborough Town Centre Food Court),43.77505765439653,-79.2571330379872,Food Court
Cedarbrae,43.773136,-79.2394761,GAP,43.77498163421295,-79.25728484314126,Clothing Store
Cedarbrae,43.773136,-79.2394761,Coffee Culture Cafe & Eatery,43.77627788363806,-79.23402640869378,Coffee Shop
Cedarbrae,43.773136,-79.2394761,Subway,43.77510207641168,-79.25711450492464,Sandwich Place
Cedarbrae,43.773136,-79.2394761,Sheridan Nurseries,43.77392536922707,-79.24562626511573,Flower Shop
Cedarbrae,43.773136,-79.2394761,H&M,43.7751865,-79.257738,Clothing Store
Cedarbrae,43.773136,-79.2394761,Quality Bread Bakery,43.77843850171364,-79.23132290035362,Bakery
Cedarbrae,43.773136,-79.2394761,Michel's Baguette French Bakery Cafe,43.77513915806992,-79.25710470330432,Bakery
Cedarbrae,43.773136,-79.2394761,EB Games,43.77527993085354,-79.25749882572092,Video Game Store
Cedarbrae,43.773136,-79.2394761,Shoppers Drug Mart,43.776874,-79.256654,Pharmacy
Cedarbrae,43.773136,-79.2394761,Milestones,43.77806010908817,-79.25532134026366,Restaurant
Cedarbrae,43.773136,-79.2394761,Albert Campbell Square,43.774342465163095,-79.25638880808958,Plaza
Cedarbrae,43.773136,-79.2394761,The Local Cafe Restaurant,43.7844523004027,-79.23057826015943,Bistro
Cedarbrae,43.773136,-79.2394761,The Body Shop,43.7753503,-79.2575588,Cosmetics Shop
Cedarbrae,43.773136,-79.2394761,Costa Blanca,43.77562937775728,-79.2576496358777,Women's Store
Cedarbrae,43.773136,-79.2394761,Old Navy,43.775196427809256,-79.25702289460436,Clothing Store
Scarborough Village,43.7447342,-79.2394761,Diamond Pizza,43.74369938486164,-79.24592163153024,Pizza Place
Scarborough Village,43.7447342,-79.2394761,Anjappar Authentic Chettinadu Restaurant,43.74159209336912,-79.22679861121233,Indian Restaurant
Scarborough Village,43.7447342,-79.2394761,Charcoal Kebab House,43.75734816869592,-79.23884167698144,Xinjiang Restaurant
Scarborough Village,43.7447342,-79.2394761,Tim Hortons,43.7389916331723,-79.2389613389968,Coffee Shop
Scarborough Village,43.7447342,-79.2394761,Dairy Queen,43.73950592131142,-79.23689366388604,Ice Cream Shop
Scarborough Village,43.7447342,-79.2394761,The Comic Room,43.754257979837824,-79.2443187194493,Bookstore
Scarborough Village,43.7447342,-79.2394761,Nakamori Japanese Restaurant,43.737003,-79.24475,Japanese Restaurant
Scarborough Village,43.7447342,-79.2394761,Dairy Queen,43.7395802,-79.2369911,Ice Cream Shop
Scarborough Village,43.7447342,-79.2394761,LCBO,43.73577829231192,-79.24809347411893,Liquor Store
Scarborough Village,43.7447342,-79.2394761,Subway,43.73828382894144,-79.236792129192,Sandwich Place
Scarborough Village,43.7447342,-79.2394761,Subway,43.75319343007118,-79.24405402647398,Sandwich Place
Scarborough Village,43.7447342,-79.2394761,Shoppers Drug Mart,43.754474,-79.244881,Pharmacy
Scarborough Village,43.7447342,-79.2394761,The Beer Store,43.7359411,-79.2488052,Beer Store
Scarborough Village,43.7447342,-79.2394761,RBC Royal Bank,43.75528863241098,-79.2450004240565,Bank
Scarborough Village,43.7447342,-79.2394761,TD Canada Trust,43.7549344480671,-79.24481123685837,Bank
Scarborough Village,43.7447342,-79.2394761,Subway,43.73529584053539,-79.24721678531519,Sandwich Place
Scarborough Village,43.7447342,-79.2394761,Pizza Hut,43.7571851,-79.2346737,Pizza Place
Scarborough Village,43.7447342,-79.2394761,Walmart Supercentre,43.7424997701529,-79.22347479072856,Big Box Store
Scarborough Village,43.7447342,-79.2394761,Petro-Canada,43.75782,-79.235307,Gas Station
Scarborough Village,43.7447342,-79.2394761,Subway,43.74217355982677,-79.22419309616089,Sandwich Place
Scarborough Village,43.7447342,-79.2394761,Sammy's Family Restaurant,43.75308986752855,-79.24468267232324,Breakfast Spot
Scarborough Village,43.7447342,-79.2394761,Rexall,43.73689440194872,-79.24931421043561,Pharmacy
Scarborough Village,43.7447342,-79.2394761,Tara Inn,43.73529408798311,-79.25274019257232,Wings Joint
Scarborough Village,43.7447342,-79.2394761,Stephen's No Frills,43.737627,-79.246737,Grocery Store
Scarborough Village,43.7447342,-79.2394761,Mac's Convenience Store,43.73861453638708,-79.23857574098429,Convenience Store
Scarborough Village,43.7447342,-79.2394761,McDonald's,43.742234,-79.22377,Fast Food Restaurant
Scarborough Village,43.7447342,-79.2394761,Tim Hortons,43.75655019398923,-79.24787700176239,Coffee Shop
Scarborough Village,43.7447342,-79.2394761,Shoppers Drug Mart,43.736394,-79.247491,Pharmacy
Scarborough Village,43.7447342,-79.2394761,Wing Machine,43.73620306719438,-79.24807462857771,Wings Joint
Scarborough Village,43.7447342,-79.2394761,Eggsmart,43.73673,-79.249051,Breakfast Spot
Scarborough Village,43.7447342,-79.2394761,Mendoza's Bakery,43.73539636046922,-79.24694582557048,Bakery
Scarborough Village,43.7447342,-79.2394761,Aunt Elsie's Carribean Kitchen,43.7361818352553,-79.24981461053055,Grocery Store
Scarborough Village,43.7447342,-79.2394761,Ding Ho Chinese Food,43.75350728078251,-79.25354224810086,Chinese Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Chung Moi,43.73232776751296,-79.26932737877392,Chinese Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tim Hortons,43.7349665,-79.2578892,Coffee Shop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,NIKE Employee Store,43.72639971565108,-79.24679903864855,Sporting Goods Shop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Subway,43.73147093707659,-79.26869157944776,Sandwich Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,LCBO,43.73577829231192,-79.24809347411893,Liquor Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Dollarama,43.734902,-79.25974,Discount Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tim Hortons,43.73213441017423,-79.2682641425723,Coffee Shop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Working Dog Saloon,43.719310658122566,-79.24979186737787,Sports Bar
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,TD Canada Trust,43.73313569690468,-79.2678938806074,Bank
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Shoppers Drug Mart,43.732843,-79.268075,Pharmacy
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,The Beer Store,43.7359411,-79.2488052,Beer Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,KFC,43.7351,-79.2557,Fast Food Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,T-Bones Sizzling Steaks & Burgers,43.73529972402499,-79.2561926489366,Burger Joint
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,KFC,43.723231662902606,-79.24968246113421,Fast Food Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Mandarin Buffet,43.73048153155327,-79.27906381364065,Chinese Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tara Inn,43.73529408798311,-79.25274019257232,Wings Joint
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Pizza Pizza,43.73507309651425,-79.25766706466675,Pizza Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Bros. CONVENIENCE,43.72778143829621,-79.26570835903846,Convenience Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Hakka No.1,43.72768846107342,-79.26605655631751,Chinese Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Subway,43.73529584053539,-79.24721678531519,Sandwich Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Tandy Leather,43.7269737868054,-79.26651349240451,Hobby Shop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Fu Yao Supermarket,43.725053676622224,-79.25301949095291,Grocery Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Don Montgomery Arena,43.73254904636708,-79.26165774437062,Hockey Arena
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Kennedy Subway/RT Station,43.73258189986914,-79.26343026387866,Metro Station
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,McDonald's,43.72459080446646,-79.2534620917188,Fast Food Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Rob's No Frills,43.732606,-79.266706,Grocery Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Rexall,43.73689440194872,-79.24931421043561,Pharmacy
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Scarborough GO Station,43.71687780541985,-79.2547407746315,Train Station
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,241 Pizza,43.731789007773415,-79.27127540453439,Pizza Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Shoppers Drug Mart,43.736394,-79.247491,Pharmacy
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,TTC Bus #17 Birchmount,43.72322678173275,-79.27509069442749,Bus Line
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Barcode,43.72323453532274,-79.27603483200073,Chinese Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Low Carb Canada,43.726573115467886,-79.27744075765008,Health Food Store
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Mr Sub,43.7165749551913,-79.25996202707088,Sandwich Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Wimpys Diner,43.71618188710609,-79.26161973842288,Fast Food Restaurant
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,Pizza Nova,43.718773438459344,-79.25114160040428,Pizza Place
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,2201 Eglinton Ave. Cafeteria,43.72808059211484,-79.27885587259561,Cafeteria
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,TTC Stop #14964,43.71848821537806,-79.27297304765987,Bus Stop
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,MLS Soccerplex,43.71568175359497,-79.25966077305165,Soccer Field
"Kennedy Park, Ionview, East Birchmount Park",43.7279292,-79.2620294,CBC Pest Control and Wildlife,43.729136,-79.2443807,Home Service
"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Gingerman Restaurant,43.707844,-79.29558,Restaurant
"Golden Mile, Clairlea, Oakridge",43.7111117,-79.2845772,Ital Vital Rastarant,43.71721649169922,-79.29380798339844,Vegetarian / Vegan Restaurant
